title,artist,album,isrc,platform,trackId,duration,addedDate,addedBy,url
"family ties (with Kendrick Lamar)","Baby Keem, Kendrick Lamar","family ties (with Kendrick Lamar)",USSM12105949,spotify,7Bpx2vsWfQFBACRz4h3IqH,252s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/7Bpx2vsWfQFBACRz4h3IqH
"Leave The Door Open","Bruno Mars, Anderson .Paak, Silk Sonic","Leave The Door Open",USAT22100906,spotify,7MAibcTli4IisCtbHKrGMh,242s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
"High on You","Cadmium, Robbie Rosen","High on You",QMDA72162405,spotify,2PyHdxlzXtA5GRJn0i1saj,180s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/2PyHdxlzXtA5GRJn0i1saj
"Burn Me Up","Besomorph, Paradigm, Noubya","Burn Me Up",QZMER2182846,spotify,6EsDrYTBFHAYrOLrBQaNzj,152s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/6EsDrYTBFHAYrOLrBQaNzj
traitor,"Olivia Rodrigo",SOUR,USUG12101243,spotify,5CZ40GBx1sQ9agT82CLQCT,229s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
"Blinding Lights","The Weeknd","Blinding Lights",USUG11904206,spotify,0sf12qNH5qcw8qpgymFOqD,202s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
"Can I Get It","BRAN, Meric Again, Veronica Pichardo","Can I Get It",QZFYZ2249099,spotify,2L2Vw76DbqmwETaWkauCBj,141s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/2L2Vw76DbqmwETaWkauCBj
Physical,"Dua Lipa","Future Nostalgia",GBAHT1901298,spotify,3AzjcOeAmA57TIOr9zF1ZW,194s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
Toxic,BoyWithUke,Toxic,TCAFS2101442,spotify,2gQPv5jvVPqU2a9HhMNO1v,168s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v
"Same Place Same Time",Johnning,"Same Place Same Time",QMDA62170951,spotify,1gdnDawtoo5b5QxcvxIjBC,167s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/1gdnDawtoo5b5QxcvxIjBC
"Watermelon Sugar","Harry Styles","Fine Line",USSM11912587,spotify,6UelLqGlWMcVH1E5c4H7lY,174s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
"Sex, Drugs, Etc.","Beach Weather","Chit Chat",TCACS1642138,spotify,7DbdUf8aHSYoliSjO6LZv6,197s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/7DbdUf8aHSYoliSjO6LZv6
Waves,"BRAN, Meric Again, Mr. Jukeboxx",Waves,QZFYZ2249115,spotify,0Z9LYI9Qd4LxFf0dVUGp56,143s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/0Z9LYI9Qd4LxFf0dVUGp56
"Mood (feat. iann dior)","24kGoldn, iann dior","Mood (feat. iann dior)",USQX92003025,spotify,3tjFYV6RSFtuktYl3ZtYcq,141s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
"Baby Girl","Disco Lines","Baby Girl",QZHN42278148,spotify,2cSdAkzAf2T4j4aLvx4LLz,111s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/2cSdAkzAf2T4j4aLvx4LLz
"Hey Is That You",3409,"Hey Is That You",QZS652126131,spotify,2nkLSqkzhSEZ4VACes7pNT,173s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/2nkLSqkzhSEZ4VACes7pNT
"Roses - Imanbek Remix","SAINt JHN, Imanbek","Roses (Imanbek Remix)",RUB421901499,spotify,24Yi9hE78yPEbZ4kxyoXAI,177s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
"Astronaut In The Ocean","Masked Wolf","Astronaut In The Ocean",USAT22100017,spotify,3Ofmpyhv5UAQ70mENzB277,133s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/3Ofmpyhv5UAQ70mENzB277
"Moth To A Flame","Besomorph, Anthony Keyrouz, HALUNA","Moth To A Flame",QZNWX2104659,spotify,3xNM6we9XWkEWUdGtmsEzZ,163s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/3xNM6we9XWkEWUdGtmsEzZ
"My Heart Goes (La Di Da) (feat. Topic)","Becky Hill, Topic","Only Honest On The Weekend",GBUM72102422,spotify,2dWNKXTs5z7Iu1g0kYh4Xe,149s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/2dWNKXTs5z7Iu1g0kYh4Xe
"Put Your Records On","Ritt Momney","Put Your Records On",USQX92004148,spotify,6AGOKlMZWLCaEJGnaROtF9,210s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
Grenade,"sad girls, Meric Again, 22angels",Grenade,QZFZ72291598,spotify,7EDW6sJ5bHljjjMN6LLhxy,143s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/7EDW6sJ5bHljjjMN6LLhxy
"you broke me first","Tate McRae","you broke me first",USRC12000832,spotify,45bE4HXI0AwGZXfZtMp8JR,169s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
RUN,"Besomorph, Tom Enzy",RUN,QZMER2102215,spotify,6ZeCjX9ijwNYkfRsTHWGBz,148s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/6ZeCjX9ijwNYkfRsTHWGBz
"Paradise (feat. Dermot Kennedy)","MEDUZA, Dermot Kennedy",Paradise,GBUM72005075,spotify,6ft4hAq6yde8jPZY2i5zLr,168s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
Stay,"Besomage, Antomage, Nito-Onna",Stay,QZNWU2142445,spotify,6IvgKJ75bbnJFo1CBvwNjb,129s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/6IvgKJ75bbnJFo1CBvwNjb
"We're Good","Dua Lipa","Future Nostalgia (The Moonlight Edition)",GBAHT2001117,spotify,1diS6nkxMQc3wwC4G1j0bh,166s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
Beggin',"The Tech Thieves, Besomage, Meric Again",Beggin',QZMEP2124602,spotify,2O84FjR4RW4JDBu8FUZwvX,128s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/2O84FjR4RW4JDBu8FUZwvX
"Holy (feat. Chance The Rapper)","Justin Bieber, Chance the Rapper",Holy,USUM72017013,spotify,5u1n1kITHCxxp8twBcZxWy,212s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
Business,"Besomage, Meric Again, HALUNA",Business,QZMEQ2170295,spotify,2ix84m14KccgUtLdTNXGt9,146s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/2ix84m14KccgUtLdTNXGt9
"Don't Start Now","Dua Lipa","Don't Start Now",GBAHT1901121,spotify,6WrI0LAC5M1Rw2MnX2ZvEg,183s,"2022-11-05 12:41",partyfiesta!,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
